"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","uniprot","genename"
"ENSG00000186814",249.674344417248,-0.380856311247005,0.124116176598627,-3.06854691857482,0.00215102548298459,0.00472034150807427,"ZSCAN30","100101467","Q86W11","zinc finger and SCAN domain containing 30"
"ENSG00000011260",542.287686845102,0.255831505627076,0.0834318236094912,3.06635399490384,0.00216686606488912,0.00475439512644571,"UTP18","51096","Q9Y5J1","UTP18 small subunit processome component"
"ENSG00000149476",163.473576027319,-0.441856009799884,0.144109438973837,-3.06611428749023,0.00216860405933795,0.00475750024211413,"TKFC","26007","A0A140VJH7","triokinase and FMN cyclase"
"ENSG00000154175",52.4389092152485,-0.749025140719867,0.244398007316393,-3.06477597319439,0.0021783309906596,0.00477803758696379,"ABI3BP","25890","Q7Z7G0","ABI family member 3 binding protein"
"ENSG00000183397",54.3994084365589,0.819960594603566,0.267546795072376,3.0647371215258,0.00217861396284412,0.00477803758696379,"TEKTIP1","100128569","A6NCJ1","tektin bundle interacting protein 1"
"ENSG00000135913",130.87651454279,0.503027336615473,0.164147483596588,3.06448399691415,0.00218045839532836,0.00478137119927828,"USP37","57695","A0A024R416","ubiquitin specific peptidase 37"
"ENSG00000204435",483.531899629159,0.27664226960397,0.0902941903560681,3.06378814088761,0.00218553623887495,0.00479179308071094,"CSNK2B","1460","A0A1U9X7J2","casein kinase 2 beta"
"ENSG00000181873",190.465400694496,0.41290826560774,0.134784717978925,3.06346499662003,0.00218789799078829,0.00479625771058126,"IBA57","200205","Q5T440","iron-sulfur cluster assembly factor IBA57"
"ENSG00000125149",293.988652704412,0.34326448182799,0.112075020036359,3.06280990819034,0.00219269298981218,0.00480605432537952,"PHAF1","80262","A0A024R6W4","phagosome assembly factor 1"
"ENSG00000064655",71.435365411837,-0.648857676778984,0.211855487659302,-3.06273717026605,0.0021932259975572,0.00480650776981382,"EYA2","2139","O00167","EYA transcriptional coactivator and phosphatase 2"
"ENSG00000101871",643.70988799782,-0.234887415277626,0.0767043308234817,-3.06224450113734,0.00219683929755973,0.00481371061068024,"MID1","4281","A0A024RBV4","midline 1"
"ENSG00000066379",72.0606818847634,0.646599279650137,0.211167634561719,3.06201886000267,0.00219849600023718,0.0048166246546002,"POLR1H","30834","Q2L6J2","RNA polymerase I subunit H"
"ENSG00000084093",1007.33599570002,0.211005996855864,0.0689288031011113,3.06121660848136,0.0022043955702725,0.00482883203250238,"REST","5978","Q13127","RE1 silencing transcription factor"
"ENSG00000151414",2416.78426352625,-0.162967706907765,0.0532423365678015,-3.06086692307791,0.00220697161261926,0.00483375652055025,"NEK7","140609","A0A024R964","NIMA related kinase 7"
"ENSG00000266094",28.9791689724356,-1.09856510265772,0.359014344612393,-3.05994765708812,0.00221375677391736,0.00484789707785945,"RASSF5","83593","A8K5F3","Ras association domain family member 5"
"ENSG00000129245",1219.12226218413,0.191013277364514,0.0624343236634524,3.05942734951622,0.00221760566491362,0.00485467972757321,"FXR2","9513","P51116","FMR1 autosomal homolog 2"
"ENSG00000052841",1171.65406468903,0.186672451057728,0.0610157354021851,3.05941491694358,0.00221769770782951,0.00485467972757321,"TTC17","55761","Q6MZP1","tetratricopeptide repeat domain 17"
"ENSG00000145907",3424.94185392696,0.139142730554875,0.0454804667050183,3.05939539841007,0.00221784221778738,0.00485467972757321,"G3BP1","10146","Q13283","G3BP stress granule assembly factor 1"
"ENSG00000189079",423.699396887169,0.300859589990599,0.0983489652929437,3.05910274799999,0.00222000995743631,0.00485870311147853,"ARID2","196528","Q68CP9","AT-rich interaction domain 2"
"ENSG00000157510",148.170332021942,-0.473447639950047,0.154864301151146,-3.05717738969402,0.00223432007715266,0.00488929610943964,"AFAP1L1","134265","Q8TED9","actin filament associated protein 1 like 1"
"ENSG00000198417",8.79000515140841,2.14218661618323,0.700917125761127,3.05626234179544,0.00224115070901236,0.00490351531315679,"MT1F","4494","H3BRY8","metallothionein 1F"
"ENSG00000023892",13.1905697368233,-1.57601891057163,0.515741789019002,-3.05582937843643,0.00224438934958731,0.00490987238150776,"DEF6","50619","Q9H4E7","DEF6 guanine nucleotide exchange factor"
"ENSG00000182858",202.743543555352,0.389578755170769,0.127544483753703,3.0544539732747,0.00225470608737511,0.00493170945617904,"ALG12","79087","A0A024R4V6","ALG12 alpha-1,6-mannosyltransferase"
"ENSG00000278845",457.272959115949,0.271973786938645,0.0890858221928684,3.05294131258989,0.00226610251814468,0.00495590130767418,"MRPL45","84311","A0A087WU62","mitochondrial ribosomal protein L45"
"ENSG00000164342",3.51765533707121,-4.32310170418479,1.41632029950506,-3.05234748502548,0.00227059083981201,0.00496498038533375,"TLR3","7098","O15455","toll like receptor 3"
"ENSG00000163293",20.1676949791898,1.26783559632312,0.415402938166816,3.05206217827469,0.00227275016644346,0.00496896483504579,"NIPAL1","152519","Q6NVV3","NIPA like domain containing 1"
"ENSG00000160753",577.447131856615,0.27644630911252,0.0905785260244255,3.05200715054662,0.00227316685677511,0.00496913870292962,"RUSC1","23623","Q9BVN2","RUN and SH3 domain containing 1"
"ENSG00000100726",486.485190233051,-0.265192208544976,0.0869031164917083,-3.05158456049477,0.0022763691984061,0.00497540104495166,"TELO2","9894","B4DXS2","telomere maintenance 2"
"ENSG00000168818",467.103583151358,0.280479953787145,0.0919452486760313,3.05051057913188,0.00228452631976403,0.00499248945739654,"STX18","53407","Q9P2W9","syntaxin 18"
"ENSG00000114771",8.87502828904809,2.07181618835756,0.679211968657758,3.05032343945858,0.00228595042248844,0.00499486098245139,"AADAC","13","P22760","arylacetamide deacetylase"
"ENSG00000183048",35.0216542042619,-0.933602008078749,0.306284011317406,-3.04815783253944,0.00230248960021371,0.00503025373969013,"SLC25A10","1468","A0A0S2Z3G3","solute carrier family 25 member 10"
"ENSG00000169131",140.346514471196,0.46278039571245,0.151846416553209,3.04768730284976,0.00230609759368948,0.0050373894080029,"ZNF354A","6940","V9HWI2","zinc finger protein 354A"
"ENSG00000102935",9.55144995450832,1.9779704312466,0.649127172247312,3.0471231459912,0.00231043034084214,0.00504610586297146,"ZNF423","23090","B3KNG7","zinc finger protein 423"
"ENSG00000161681",281.200171032649,-0.33619445355109,0.110424916782625,-3.04455247372203,0.00233026775327232,0.00508867775192287,"SHANK1","50944","Q9Y566","SH3 and multiple ankyrin repeat domains 1"
"ENSG00000170439",11.0461490526986,-1.80905435380382,0.594419586935343,-3.04339627018481,0.00233924071877017,0.00510751551307182,"TMT1B","196410","Q6UX53","thiol methyltransferase 1B"
"ENSG00000168958",835.476826830512,0.212375907821814,0.0697929207911604,3.04294340191466,0.0023427639152953,0.00511445039010846,"MFF","56947","A0A024R491","mitochondrial fission factor"
"ENSG00000186416",155.538068778718,0.448064373224496,0.147252930411937,3.04282143636154,0.00234371360554312,0.00511576586470593,"NKRF","55922","A3F769","NFKB repressing factor"
"ENSG00000187634",183.229649921658,0.426457118403307,0.140265820376893,3.04034951107418,0.00236303749731018,0.00515718149494409,"SAMD11","148398","Q96NU1","sterile alpha motif domain containing 11"
"ENSG00000165502",1400.28012730592,-0.175385835017104,0.0576978496272677,-3.03972914328886,0.0023679099708819,0.00516705021481454,"RPL36AL","6166","Q969Q0","ribosomal protein L36a like"
"ENSG00000067191",67.0218923070182,-0.701343270262682,0.230806104836711,-3.03866862949254,0.00237626073362359,0.00518450491371495,"CACNB1","782","Q02641","calcium voltage-gated channel auxiliary subunit beta 1"
"ENSG00000172531",2197.62219058581,0.150587106759811,0.049564951127993,3.03817724688048,0.0023801391418925,0.00519219814582765,"PPP1CA","5499","A0A140VJS9","protein phosphatase 1 catalytic subunit alpha"
"ENSG00000176444",234.044133547878,0.378307020018887,0.124563252821337,3.03706760581708,0.00238891869882076,0.00521057921906472,"CLK2","1196","A8K7I0","CDC like kinase 2"
"ENSG00000171621",607.0715212426,0.246110337968822,0.0810677536430927,3.03585984449924,0.00239850827740104,0.00523072136613443,"SPSB1","80176","A0A024R4G8","splA/ryanodine receptor domain and SOCS box containing 1"
"ENSG00000197375",66.606956670987,-0.712341840889703,0.234783080033211,-3.0340424905787,0.00241300441606556,0.00526155630773403,"SLC22A5","6584","O76082","solute carrier family 22 member 5"
"ENSG00000170396",247.75854041853,0.387799362322715,0.127819080294404,3.0339708393262,0.00241357758261786,0.00526202757583167,"ZNF804A","91752","Q7Z570","zinc finger protein 804A"
"ENSG00000086598",4984.54290911734,-0.125105717681264,0.0412397004167648,-3.03362333908726,0.00241635914186851,0.00526731268049964,"TMED2","10959","Q15363","transmembrane p24 trafficking protein 2"
"ENSG00000103494",364.534786506134,-0.298212670501856,0.0983093677462431,-3.03341052168706,0.00241806408320148,0.00527024969805137,"RPGRIP1L","23322","Q68CZ1","RPGRIP1 like"
"ENSG00000244005",241.935876722325,-0.362075980022511,0.119376749444693,-3.03305276535662,0.00242093265335961,0.00527572163909713,"NFS1","9054","Q53FP3","NFS1 cysteine desulfurase"
"ENSG00000169228",93.5663082916709,0.564819251046625,0.186228524541066,3.03293629393532,0.00242186721908326,0.00527697798268022,"RAB24","53917","Q969Q5","RAB24, member RAS oncogene family"
"ENSG00000183807",24.1189340281421,-1.11998942883554,0.369301159151783,-3.03272654601993,0.00242355106743294,0.00527986631660408,"FAM162B","221303","Q5T6X4","family with sequence similarity 162 member B"
"ENSG00000124659",364.591957925044,0.29795456569343,0.0982480782567716,3.03267576302841,0.00242395891246009,0.00527997434996111,"TBCC","6903","Q15814","tubulin folding cofactor C"
"ENSG00000179300",4.49828930855356,-3.74422113823437,1.2351670413093,-3.03134799829618,0.00243464468707651,0.00530246688312896,"RTL3","203430","Q8N8U3","retrotransposon Gag like 3"
"ENSG00000155846",29.7613335206608,1.00844991409326,0.332775694314868,3.03041938254984,0.00244214373449471,0.00531801335091357,"PPARGC1B","133522","B7ZM40","PPARG coactivator 1 beta"
"ENSG00000095321",1014.82454344942,-0.204761355201357,0.06757717153581,-3.0300373713163,0.00244523480262455,0.00532395782554006,"CRAT","1384","P43155","carnitine O-acetyltransferase"
"ENSG00000263513",5.86998829636057,-2.67717724049597,0.883782872105962,-3.02922507891167,0.00245181942226279,0.00533750585602792,"FAM72C","554282","H0Y354","family with sequence similarity 72 member C"
"ENSG00000185414",421.821907029373,-0.2740607364996,0.0904817158735266,-3.02890737486318,0.00245439921190768,0.0053423328289906,"MRPL30","51263","Q8TCC3","mitochondrial ribosomal protein L30"
"ENSG00000164070",190.684071930356,0.400081446016369,0.132109728792444,3.02840259891028,0.00245850315356835,0.00535047541011374,"HSPA4L","22824","B4DZR0","heat shock protein family A (Hsp70) member 4 like"
"ENSG00000214309",35.8067607942233,0.931570474119145,0.30763010669726,3.02821620458594,0.00246002016797298,0.00535298645143744,"MBLAC1","255374","A4D2B0","metallo-beta-lactamase domain containing 1"
"ENSG00000140265",314.205783089757,0.324355663438891,0.107144585365961,3.02727069530416,0.00246772862049618,0.0053689672879942,"ZSCAN29","146050","Q05BJ4","zinc finger and SCAN domain containing 29"
"ENSG00000176248",594.582634963706,0.246355101245776,0.0813810891871573,3.02717871813214,0.00246847966103708,0.00536980859695416,"ANAPC2","29882","Q9UJX6","anaphase promoting complex subunit 2"
"ENSG00000175895",243.196102344461,-0.379064991581141,0.125252777834217,-3.02639987819563,0.00247484767523181,0.00538286674108123,"PLEKHF2","79666","Q9H8W4","pleckstrin homology and FYVE domain containing 2"
"ENSG00000149262",352.42390519907,-0.296935023396248,0.0981313491619739,-3.02589362045896,0.00247899503761082,0.00539109176100165,"INTS4","92105","Q96HW7","integrator complex subunit 4"
"ENSG00000275023",573.75282004751,-0.245269071411639,0.0810595655525987,-3.02578813172254,0.00247986002212996,0.00539217719181932,"MLLT6","4302","A0A087WW39","MLLT6, PHD finger containing"
"ENSG00000185115",308.441399356233,-0.320186787327706,0.105829680789124,-3.02549138332666,0.00248229477517857,0.00539667508431653,"NSMCE3","56160","Q96MG7","NSE3 homolog, SMC5-SMC6 complex component"
"ENSG00000215251",379.805743873337,0.307301241284805,0.10160528247023,3.02446126632091,0.00249076363425129,0.00541428826572206,"FASTKD5","60493","Q7L8L6","FAST kinase domains 5"
"ENSG00000198920",413.840583005193,0.301897725782618,0.0998512045869989,3.02347605150401,0.00249888806332037,0.00543114765922661,"KIAA0753","9851","Q2KHM9","KIAA0753"
"ENSG00000198720",125.499827895836,0.51319792675891,0.16982133936754,3.0219872759819,0.00251121103709953,0.0054571259605976,"ANKRD13B","124930","A0A024QZ29","ankyrin repeat domain 13B"
"ENSG00000160767",1087.73131518694,0.196629996968724,0.0650681058024991,3.02191057421518,0.0025118474203759,0.00545770415472504,"ENTREP3","10712","P81408","endosomal transmembrane epsin interactor 3"
"ENSG00000127528",254.64041713318,0.417469170063161,0.138153870869678,3.02176962133016,0.00251301727039475,0.00545917808601216,"KLF2","10365","Q9Y5W3","KLF transcription factor 2"
"ENSG00000128159",547.193097047828,0.249134791654027,0.0824474725632206,3.02173958653481,0.00251326661104577,0.00545917808601216,"TUBGCP6","85378","Q96RT7","tubulin gamma complex associated protein 6"
"ENSG00000243477",59.1286950220016,-0.734601682579144,0.243136328949686,-3.02135713635439,0.00251644358718294,0.00546527344354586,"NAA80","24142","Q6IAP1","N-alpha-acetyltransferase 80, NatH catalytic subunit"
"ENSG00000169902",882.188344450493,0.201368576529366,0.0666552684364611,3.02104516646453,0.00251903781046353,0.00546994308492182,"TPST1","8460","A0A024RDK9","tyrosylprotein sulfotransferase 1"
"ENSG00000121940",403.978866448066,-0.283688405751244,0.0939051736923549,-3.02100932884319,0.00251933597913213,0.00546994308492182,"CLCC1","23155","A0A024R0G0","chloride channel CLIC like 1"
"ENSG00000109971",27486.3033760586,-0.114121912969417,0.037790937473183,-3.01982222723105,0.00252923091782542,0.00549061795064236,"HSPA8","3312","P11142","heat shock protein family A (Hsp70) member 8"
"ENSG00000176261",246.502387654643,-0.350139596950646,0.115982350802891,-3.01890412228063,0.00253690803148577,0.00550647283770799,"ZBTB8OS","339487","Q8IWT0","zinc finger and BTB domain containing 8 opposite strand"
"ENSG00000188396",13.270334936984,1.59014420068189,0.527118450718884,3.01667338434701,0.00255565015472268,0.00554633661909922,"DYNLT4","343521","Q5JR98","dynein light chain Tctex-type 4"
"ENSG00000125319",46.1571707652818,-0.848568414371639,0.281301102772331,-3.01658403045231,0.00255640351561053,0.00554715474279564,"HROB","78995","Q8N3J3","homologous recombination factor with OB-fold"
"ENSG00000197937",194.080772164648,0.406778974830556,0.134898716448885,3.01543992069555,0.0025660677034603,0.00556730543406418,"ZNF347","84671","A0A024R4L7","zinc finger protein 347"
"ENSG00000179094",251.495831743621,0.363102296549589,0.120462974305649,3.01422323865502,0.00257638154893342,0.00558885947426859,"PER1","5187","O15534","period circadian regulator 1"
"ENSG00000103175",319.630443591859,-0.317406086210257,0.105322439715599,-3.01366059376658,0.00258116391060097,0.00559840967099884,"WFDC1","58189","Q9HC57","WAP four-disulfide core domain 1"
"ENSG00000123595",283.945552663114,0.332874332552095,0.110469691969866,3.01326387913617,0.00258454077836299,0.00560473345211548,"RAB9A","9367","A0A024RBV5","RAB9A, member RAS oncogene family"
"ENSG00000131876",554.298251263885,-0.261770348783288,0.0868737064089236,-3.01322873863707,0.00258484009187332,0.00560473345211548,"SNRPA1","6627","P09661","small nuclear ribonucleoprotein polypeptide A'"
"ENSG00000173482",923.085407967826,0.198025497218321,0.0657661262228763,3.01105612556877,0.00260340726471611,0.00564416244003914,"PTPRM","5797","P28827","protein tyrosine phosphatase receptor type M"
"ENSG00000169129",10.5079921874114,1.87907467208056,0.624796890734016,3.00749683608861,0.00263408866601997,0.00570908323052204,"AFAP1L2","84632","Q8N4X5","actin filament associated protein 1 like 2"
"ENSG00000138032",570.007549984862,0.250975299321139,0.0834500195970489,3.00749239524462,0.00263412715209322,0.00570908323052204,"PPM1B","5495","O75688","protein phosphatase, Mg2+/Mn2+ dependent 1B"
"ENSG00000117748",395.95016002429,-0.282602240339042,0.0939678208813094,-3.00743635096099,0.00263461289773052,0.00570929641034442,"RPA2","6118","B4DUL2","replication protein A2"
"ENSG00000107625",654.950594418369,-0.24283261644275,0.0807634579228805,-3.00671396059622,0.00264088131560505,0.00572203893404694,"DDX50","79009","Q9BQ39","DExD-box helicase 50"
"ENSG00000168612",161.899209141329,-0.435557551982211,0.144902927343745,-3.00585750727425,0.00264833070265388,0.00573733615988724,"ZSWIM1","90204","Q9BR11","zinc finger SWIM-type containing 1"
"ENSG00000197779",136.683403037181,0.47900969724164,0.159362353990275,3.00578954343804,0.00264892267039285,0.00573777517875511,"ZNF81","347344","P51508","zinc finger protein 81"
"ENSG00000167005",1403.90694886489,-0.174490896966826,0.0580590620610707,-3.0054033043676,0.00265228912551032,0.00574422294368422,"NUDT21","11051","A0A024R6W2","nudix hydrolase 21"
"ENSG00000154065",23.5068802572933,1.159068591126,0.385731047449722,3.00486206331909,0.00265701315557365,0.00575360856403826,"ANKRD29","147463","Q8N6D5","ankyrin repeat domain 29"
"ENSG00000104231",211.486570764645,-0.388216920343469,0.129223405446886,-3.00423068871246,0.00266253360169231,0.00576471576637891,"ZFAND1","79752","Q8TCF1","zinc finger AN1-type containing 1"
"ENSG00000106070",573.838090507649,0.263069486025511,0.0875754800756393,3.00391714436845,0.00266527898150444,0.00576981222523684,"GRB10","2887","Q13322","growth factor receptor bound protein 10"
"ENSG00000170234",360.509762846785,0.323954866151633,0.107862768877313,3.00339838781732,0.00266982687177918,0.00577880869970356,"PWWP2A","114825","Q96N64","PWWP domain containing 2A"
"ENSG00000185008",383.50374999592,0.29122233372953,0.0969898471838904,3.00260637773127,0.00267678403166087,0.00579301660185285,"ROBO2","6092","Q9HCK4","roundabout guidance receptor 2"
"ENSG00000133935",292.875213413679,-0.338609068665615,0.112781292632696,-3.00235137194598,0.00267902757217442,0.00579702075447167,"ERG28","11161","Q6FII3","ergosterol biosynthesis 28 homolog"
"ENSG00000135655",873.011437358206,-0.216464776801562,0.0721073278730874,-3.00198028669917,0.00268229544961014,0.00580246166564243,"USP15","9958","Q9Y4E8","ubiquitin specific peptidase 15"
"ENSG00000135437",8.88019542633429,-1.94002827308856,0.646250335113554,-3.0019764287591,0.00268232944280241,0.00580246166564243,"RDH5","5959","A0A024RB18","retinol dehydrogenase 5"
"ENSG00000203995",10.6303882691927,-1.83264955577972,0.610491608515373,-3.00192423649599,0.00268278935946051,0.00580260486934679,"ZYG11A","440590","Q6WRX3","zyg-11 family member A, cell cycle regulator"
"ENSG00000031003",876.345042541583,0.204015109492227,0.0679679235484247,3.00163810870099,0.00268531198973601,0.00580720881947605,"FAM13B","51306","Q9NYF5","family with sequence similarity 13 member B"
"ENSG00000197020",72.842907429625,0.627751743619297,0.209269822302478,2.9997241681218,0.00270224196521897,0.00584296392068621,"ZNF100","163227","Q8IYN0","zinc finger protein 100"
"ENSG00000075142",789.072307047712,-0.214965600654652,0.0716737620338441,-2.99922307068445,0.00270669056015752,0.00585172443532368,"SRI","6717","P30626","sorcin"
"ENSG00000188283",93.5674537517001,0.58678006379672,0.195709135409881,2.99822521093767,0.00271556920089111,0.0058692764976402,"ZNF383","163087","Q8NA42","zinc finger protein 383"
"ENSG00000107185",1076.44529327138,0.193513418288755,0.0645427440754769,2.99822111781393,0.00271560567494969,0.0058692764976402,"RGP1","9827","A8K0K1","RGP1 homolog, RAB6A GEF complex partner 1"
"ENSG00000160219",28.4369260167051,-1.02241207403423,0.341105766173219,-2.99734620585402,0.00272341234673016,0.0058852860947374,"GAB3","139716","Q8WWW8","GRB2 associated binding protein 3"
"ENSG00000126088",1048.88587732504,0.198406069055022,0.0662447785334064,2.99504464272559,0.0027440467695095,0.00592900766588931,"UROD","7389","P06132","uroporphyrinogen decarboxylase"
"ENSG00000172878",61.2524205904351,-0.697150944060025,0.232861661101531,-2.99384166874966,0.00275488864833471,0.00595156096440296,"METAP1D","254042","Q6UB28","methionyl aminopeptidase type 1D, mitochondrial"
"ENSG00000143847",11.9032890920844,-1.73858793906685,0.581007550357302,-2.99236720417433,0.00276823072216049,0.00597950819041496,"PPFIA4","8497","B4DIS5","PTPRF interacting protein alpha 4"
"ENSG00000073331",85.2642794476362,-0.588110707140975,0.196555214994593,-2.99208905323195,0.00277075425038255,0.00598408208413512,"ALPK1","80216","Q96QP1","alpha kinase 1"
"ENSG00000147677",2281.36363869332,-0.145204350829117,0.0485469412951662,-2.9910092573345,0.0027805706378308,0.00600440293924548,"EIF3H","8667","O15372","eukaryotic translation initiation factor 3 subunit H"
"ENSG00000145979",214.523932855739,0.376373493650328,0.125854744758551,2.99053877048808,0.00278485774472379,0.00601277958419854,"TBC1D7","51256","A0A024QZX0","TBC1 domain family member 7"
"ENSG00000187713",530.296194884882,0.256685810912115,0.085842587317251,2.99019191911671,0.00278802214199898,0.00601873009063732,"TMEM203","94107","Q969S6","transmembrane protein 203"
"ENSG00000164347",570.803468254352,-0.236591384894201,0.0791562030420944,-2.98891780810133,0.00279967433047684,0.00604299945556058,"GFM2","84340","Q969S9","GTP dependent ribosome recycling factor mitochondrial 2"
"ENSG00000185630",521.095414345871,-0.300381579913194,0.10050808214357,-2.98863109818489,0.00280230251488618,0.00604778656675831,"PBX1","5087","A8K5V0","PBX homeobox 1"
"ENSG00000025796",2249.58370799273,0.15607294832751,0.0522292431118803,2.98822918021589,0.00280599057041754,0.00605485930114404,"SEC63","11231","A0A0S2Z5M1","SEC63 homolog, protein translocation regulator"
"ENSG00000277586",11.1880965500967,1.71972840819092,0.575555681044846,2.98794445929016,0.00280860589116174,0.00605961552099864,"NEFL","4747","P07196","neurofilament light chain"
"ENSG00000160563",376.198984055807,-0.285715292341918,0.0956507883987132,-2.98706677827824,0.00281668189524498,0.00607615014228929,"MED27","9442","Q6P2C8","mediator complex subunit 27"
"ENSG00000064961",814.967789894533,0.206895109044528,0.0693043658592672,2.98531133615246,0.00283289829642987,0.00611023783005758,"HMG20B","10362","Q9P0W2","high mobility group 20B"
"ENSG00000188603",27.4968799773306,1.04771477733307,0.351334046669553,2.98210431714436,0.00286274436017281,0.00617370886453423,"CLN3","1201","A0A024QZB8","CLN3 lysosomal/endosomal transmembrane protein, battenin"
"ENSG00000198482",87.52281859166,0.582632204557663,0.195472076603017,2.98064160714335,0.0028764521344878,0.0062023630662884,"ZNF808","388558","Q8N4W9","zinc finger protein 808"
"ENSG00000165202",3.63750596350437,4.18242421802849,1.40327027566532,2.98048372473756,0.0028779353053071,0.00620465338350147,"OR1Q1","158131","Q15612","olfactory receptor family 1 subfamily Q member 1"
"ENSG00000067596",942.255437780615,-0.198789194667852,0.0667072392410903,-2.98002431114555,0.00288225507715205,0.00621305767545224,"DHX8","1659","B7Z8F4","DEAH-box helicase 8"
"ENSG00000034533",54.264430805665,-0.735456247104038,0.246808103151371,-2.97987074862357,0.0028837003134094,0.00621526399810292,"ASTE1","28990","D6RG30","asteroid homolog 1"
"ENSG00000103381",350.35318613705,-0.298147904869577,0.100069601635186,-2.97940533386458,0.00288808455323502,0.00622380320888692,"CPPED1","55313","Q9BRF8","calcineurin like phosphoesterase domain containing 1"
"ENSG00000221821",35.833911910546,0.90080784831379,0.302361673826741,2.97923952104449,0.0028896479910987,0.0062262620018732,"C6orf226","441150","Q5I0X4","chromosome 6 open reading frame 226"
"ENSG00000037757",256.907954844841,0.343533893440566,0.115318345867097,2.97900469224978,0.00289186349775884,0.00623012486916675,"MRI1","84245","Q9BV20","methylthioribose-1-phosphate isomerase 1"
"ENSG00000171823",141.979363052901,0.466590583005234,0.156668612340888,2.97820077700057,0.00289945983041945,0.00624557716760038,"FBXL14","144699","Q8N1E6","F-box and leucine rich repeat protein 14"
"ENSG00000092421",87.1915912430231,0.575341106046655,0.19325136622016,2.97716449461581,0.0029092787099725,0.00626581172403548,"SEMA6A","57556","A0A0A0MQU6","semaphorin 6A"
"ENSG00000122565",2176.83373914069,-0.150807433560034,0.0506636663406067,-2.97663877197855,0.00291427157969326,0.00627564794586781,"CBX3","11335","A4D177","chromobox 3"
"ENSG00000104731",218.935476881567,-0.3674561384774,0.123456418406211,-2.97640368334964,0.00291650678245122,0.00627954374868753,"KLHDC4","54758","Q8TBB5","kelch domain containing 4"
"ENSG00000140319",3211.40438406982,-0.138236432524193,0.0464592807410867,-2.97543204111514,0.00292576168170365,0.00629855034544966,"SRP14","6727","P37108","signal recognition particle 14"
"ENSG00000142733",341.605471139558,-0.297681110790478,0.100055078844175,-2.9751724173251,0.00292823913370595,0.00630296310100164,"MAP3K6","9064","O95382","mitogen-activated protein kinase kinase kinase 6"
"ENSG00000104450",40.8604548653278,0.840373143722046,0.282585995645318,2.97386691722977,0.00294072587069718,0.00632891616272415,"SPAG1","6674","Q07617","sperm associated antigen 1"
"ENSG00000116690",7.8297291410748,2.22942109465681,0.749988242127964,2.97260806160268,0.00295281246507288,0.00635400060012324,"PRG4","10216","Q92954","proteoglycan 4"
"ENSG00000213977",212.364131764576,0.369864062663845,0.124439963945119,2.97222894428807,0.00295646133864785,0.00636092368014481,"TAX1BP3","30851","A0A087X282","Tax1 binding protein 3"
"ENSG00000100722",793.675105019513,-0.237026584850868,0.0797512640065355,-2.97207308001343,0.00295796267172263,0.00636322490962605,"ZC3H14","79882","Q6PJT7","zinc finger CCCH-type containing 14"
"ENSG00000163072",5.24602695546976,-2.91514758404931,0.981193476885856,-2.97102218137599,0.00296810342485917,0.00638410803788301,"NOSTRIN","115677","Q8IVI9","nitric oxide synthase trafficking"
"ENSG00000198888",24245.8000121452,0.165855836882495,0.0558390203220328,2.97024976308641,0.00297557716850709,0.00639924942499015,"ND1","4535","P03886","NADH dehydrogenase subunit 1"
"ENSG00000196711",15.9221756153984,-1.42238811763646,0.479195716648929,-2.96828220332057,0.00299469246781031,0.0064394189656534,"ALKAL1","389658","Q6UXT8","ALK and LTK ligand 1"
"ENSG00000135740",123.410813314456,0.506796375698021,0.170768379281553,2.96774132207722,0.0029999668501068,0.00644981931974823,"SLC9A5","6553","Q14940","solute carrier family 9 member A5"
"ENSG00000124074",70.4735567667565,0.651233645389671,0.219512446023689,2.96672766025937,0.00300987436286937,0.00647017624853687,"ENKD1","84080","Q9H0I2","enkurin domain containing 1"
"ENSG00000161791",1065.26631150953,0.194282034585126,0.0655117925077385,2.96560401033412,0.00302089177237381,0.00649291278128119,"FMNL3","91010","Q8IVF7","formin like 3"
"ENSG00000164136",59.3107271401941,-0.690283789221135,0.232831181068051,-2.96473945652228,0.00302939376646593,0.00651023699769246,"IL15","3600","P40933","interleukin 15"
"ENSG00000168778",188.375799098071,0.419039063780362,0.141381781752225,2.9638830306633,0.00303783734370355,0.00652743064171205,"TCTN2","79867","Q96GX1","tectonic family member 2"
"ENSG00000126749",77.382040007368,-0.646954147781452,0.218313210643893,-2.96342189221315,0.00304239263319728,0.00653626568922179,"EMG1","10436","Q92979","EMG1 N1-specific pseudouridine methyltransferase"
"ENSG00000152104",3290.8539835013,-0.353094620623258,0.11915547278435,-2.96331013903404,0.00304349750825833,0.00653768638342971,"PTPN14","5784","A8K6H6","protein tyrosine phosphatase non-receptor type 14"
"ENSG00000103496",729.231473183241,0.233275261600771,0.0787418894395934,2.96253065885253,0.00305121421328265,0.00655330735577961,"STX4","6810","B7Z425","syntaxin 4"
"ENSG00000147601",414.77930679822,0.292374549719749,0.0986944976867756,2.96241995828026,0.00305231157370895,0.00655470901549214,"TERF1","7013","P54274","telomeric repeat binding factor 1"
"ENSG00000197863",66.9684265435673,0.667955278469014,0.225518653081989,2.96186266342312,0.00305784143449875,0.00656562748567054,"ZNF790","388536","B4DMI3","zinc finger protein 790"
"ENSG00000089048",346.220237746119,0.301317507272929,0.101819263349797,2.95933694037602,0.00308301810454409,0.00661872116893967,"ESF1","51575","Q9H501","ESF1 nucleolar pre-rRNA processing protein homolog"
